itemid,label,fluid,category
52003,Uroporphyrins,Urine,Chemistry
51094,pH,Urine,Chemistry
51108,Urine Volume,Urine,Chemistry
52011,UTX8,Urine,Chemistry
51082,"Creatinine, Urine",Urine,Chemistry
52010,UTX7,Urine,Chemistry
51077,"Calcium, Urine",Urine,Chemistry
51975,Coproporphyrins,Urine,Chemistry
52001,"Urine PEP, Gamma region",Urine,Chemistry
50839,"Chloride, Ascites",Ascites,Chemistry
50846,"Osmolality, Ascites",Ascites,Chemistry
50838,"Bilirubin, Total, Ascites",Ascites,Chemistry
53123,"Immunoelectrophoresis, Ascites",Ascites,Chemistry
50845,"Miscellaneous, Ascites",Ascites,Chemistry
50844,"Lipase, Ascites",Ascites,Chemistry
50847,"Potassium, Ascites",Ascites,Chemistry
53117,Alpha-1,Ascites,Chemistry
50837,"Bicarbonate, Ascites",Ascites,Chemistry
53118,Alpha-2,Ascites,Chemistry
53120,Clostrid,Ascites,Chemistry
50851,"Urea Nitrogen, Ascites",Ascites,Chemistry
53119,Beta,Ascites,Chemistry
53126,"Uric Acid, Ascites",Ascites,Chemistry
50841,"Creatinine, Ascites",Ascites,Chemistry
50840,"Cholesterol, Ascites",Ascites,Chemistry
50835,"Albumin, Ascites",Ascites,Chemistry
53121,Cryptococ,Ascites,Chemistry
53116,(Albumin),Ascites,Chemistry
53122,Fl Scan,Ascites,Chemistry
50848,"Sodium, Ascites",Ascites,Chemistry
50849,"Total Protein, Ascites",Ascites,Chemistry
53124,"Immunoglobulin G, Ascites",Ascites,Chemistry
50836,"Amylase, Ascites",Ascites,Chemistry
50850,"Triglycerides, Ascites",Ascites,Chemistry
50843,"Lactate Dehydrogenase, Ascites",Ascites,Chemistry
53125,"PEP, Ascites, Gamma Region",Ascites,Chemistry
50842,"Glucose, Ascites",Ascites,Chemistry
53127,Voided Specimen,Ascites,Chemistry
51910,(Albumin),Pleural,Chemistry
51052,"Creatinine, Pleural",Pleural,Chemistry
51915,Cryptococ,Pleural,Chemistry
51046,"Albumin, Pleural",Pleural,Chemistry
51913,Beta,Pleural,Chemistry
51048,"Bicarbonate, Pleural",Pleural,Chemistry
51047,"Amylase, Pleural",Pleural,Chemistry
51051,"Cholesterol, Pleural",Pleural,Chemistry
51055,"Lipase, Pleural",Pleural,Chemistry
51056,"Miscellaneous, Pleural",Pleural,Chemistry
51920,"PEP, Pleural, Gamma Region",Pleural,Chemistry
51911,Alpha-1,Pleural,Chemistry
51918,"Immunoglobulin G, Pleural",Pleural,Chemistry
51060,"Triglycerides, Pleural",Pleural,Chemistry
51050,"Chloride, Pleural",Pleural,Chemistry
51919,"Osmolality, Pleural",Pleural,Chemistry
51058,"Sodium, Pleural",Pleural,Chemistry
51921,"proBNP, Pleural",Pleural,Chemistry
51912,Alpha-2,Pleural,Chemistry
51923,"Uric Acid, Pleural",Pleural,Chemistry
51049,"Bilirubin, Total, Pleural",Pleural,Chemistry
51059,"Total Protein, Pleural",Pleural,Chemistry
51914,Clostrid,Pleural,Chemistry
51054,"Lactate Dehydrogenase, Pleural",Pleural,Chemistry
51917,"Immunoelectrophoresis, Pleural",Pleural,Chemistry
51057,"Potassium, Pleural",Pleural,Chemistry
51916,Fl Scan,Pleural,Chemistry
51924,Voided Specimen,Pleural,Chemistry
51053,"Glucose, Pleural",Pleural,Chemistry
51922,"Urea Nitrogen, Pleural",Pleural,Chemistry
51828,Voided Specimen,Bone Marrow,Chemistry
51809,Alpha-2,Joint Fluid,Chemistry
51810,Beta,Joint Fluid,Chemistry
51812,"Bilirubin, Total, Joint Fluid",Joint Fluid,Chemistry
51824,"Triglycerides, Joint Fluid",Joint Fluid,Chemistry
51814,"Cholesterol, Joint Fluid",Joint Fluid,Chemistry
51023,"LD, Joint Fluid",Joint Fluid,Chemistry
51816,Cryptococ,Joint Fluid,Chemistry
51825,"Urea Nitrogen, Joint Fluid",Joint Fluid,Chemistry
51019,"Albumin, Joint Fluid",Joint Fluid,Chemistry
51020,"Amylase, Joint Fluid",Joint Fluid,Chemistry
51024,"Total Protein, Joint Fluid",Joint Fluid,Chemistry
51807,(Albumin),Joint Fluid,Chemistry
51815,Clostrid,Joint Fluid,Chemistry
51826,"Uric Acid, Joint Fluid",Joint Fluid,Chemistry
51808,Alpha-1,Joint Fluid,Chemistry
51823,"Sodium, Joint Fluid",Joint Fluid,Chemistry
51818,"IgG, Joint Fluid",Joint Fluid,Chemistry
51022,"Glucose, Joint Fluid",Joint Fluid,Chemistry
51822,"Potassium, Joint Fluid",Joint Fluid,Chemistry
51819,"Immunoelectrophoresis, Joint Fluid",Joint Fluid,Chemistry
51821,"PEP, Joint Fluid, Gamma Region",Joint Fluid,Chemistry
51813,"Chloride, Joint Fluid",Joint Fluid,Chemistry
51817,Fl Scan,Joint Fluid,Chemistry
51820,"Osmolality, Joint Fluid",Joint Fluid,Chemistry
51827,Voided Specimen,Joint Fluid,Chemistry
51021,"Creatinine, Joint Fluid",Joint Fluid,Chemistry
51811,"Bicarbonate,Joint Fluid",Joint Fluid,Chemistry
51840,Beta,Other Body Fluid,Chemistry
51861,"Immunoelectrophoresis, Fluid",Other Body Fluid,Chemistry
51869,"Influenza A, Rapid Antigen",Other Body Fluid,Chemistry
51894,"Strep A, Rapid Antigen",Other Body Fluid,Chemistry
51025,"Albumin, Body Fluid",Other Body Fluid,Chemistry
51858,HIV 1 Viral Load,Other Body Fluid,Chemistry
51882,O & P,Other Body Fluid,Chemistry
51865,Influenza A by PCR,Other Body Fluid,Chemistry
51841,"Blood, Occult",Other Body Fluid,Chemistry
51876,"L/S Ratio, Amniotic Fluid",Other Body Fluid,Chemistry
51877,MRSA PCR,Other Body Fluid,Chemistry
51838,Alpha-2,Other Body Fluid,Chemistry
51895,"Strep A, Rapid Antigen",Other Body Fluid,Chemistry
51843,C. diff PCR,Other Body Fluid,Chemistry
51042,"Sodium, Body Fluid",Other Body Fluid,Chemistry
51893,Staph aureus PCR,Other Body Fluid,Chemistry
51036,"Lipase, Body Fluid",Other Body Fluid,Chemistry
51829,72 Hr Fat,Other Body Fluid,Chemistry
51857,Fl Scan,Other Body Fluid,Chemistry
53115,RSV2,Other Body Fluid,Chemistry
51027,"Bicarbonate, Other Fluid",Other Body Fluid,Chemistry
51033,FetalFN,Other Body Fluid,Chemistry
51037,"Magnesium, Body Fluid",Other Body Fluid,Chemistry
51870,"Influenza A, Rapid Antigen",Other Body Fluid,Chemistry
53114,RSV1,Other Body Fluid,Chemistry
51847,Clostrid,Other Body Fluid,Chemistry
51881,Norovirus Genogroup II,Other Body Fluid,Chemistry
51854,Cryptococ,Other Body Fluid,Chemistry
51899,Trichomonas vaginalis,Other Body Fluid,Chemistry
51839,Anat Path Hold,Other Body Fluid,Chemistry
53099,COV12,Other Body Fluid,Chemistry
53110,FLUB2,Other Body Fluid,Chemistry
51862,"Immunoglobulin G, Body Fluid",Other Body Fluid,Chemistry
51889,Phosphatidylglycerol,Other Body Fluid,Chemistry
51038,"Miscellaneous, Body Fluid",Other Body Fluid,Chemistry
53098,COV11,Other Body Fluid,Chemistry
53107,FLUA1,Other Body Fluid,Chemistry
53113,Rapid Respiratory Syncytial Virus,Other Body Fluid,Chemistry
51029,"Calcium, Body Fluid",Other Body Fluid,Chemistry
51026,"Amylase, Body Fluid",Other Body Fluid,Chemistry
51028,"Bilirubin, Total, Body Fluid",Other Body Fluid,Chemistry
51040,"Phosphate, Body Fluid",Other Body Fluid,Chemistry
53106,E GENE ENDPT,Other Body Fluid,Chemistry
51035,"LD, Body Fluid",Other Body Fluid,Chemistry
51833,"AFP, Amniotic Fluid",Other Body Fluid,Chemistry
51901,Voided Specimen,Other Body Fluid,Chemistry
51887,"PEP, Body Fluid",Other Body Fluid,Chemistry
53105,E GENE CT,Other Body Fluid,Chemistry
51045,"Urea Nitrogen, Body Fluid",Other Body Fluid,Chemistry
51831,Acid MAO,Other Body Fluid,Chemistry
51872,Influenza B by PCR,Other Body Fluid,Chemistry
51031,"Cholesterol, Body Fluid",Other Body Fluid,Chemistry
51842,Bun,Other Body Fluid,Chemistry
51856,Epr,Other Body Fluid,Chemistry
51897,Surfactant/Albumin,Other Body Fluid,Chemistry
51907,reuse1,Other Body Fluid,Chemistry
51874,"Influenza B, Rapid Antigen",Other Body Fluid,Chemistry
51905, ,Other Body Fluid,Chemistry
51044,Triglycer,Other Body Fluid,Chemistry
53109,FLUB1,Other Body Fluid,Chemistry
53112,N2 GENE ENDPT,Other Body Fluid,Chemistry
51880,Norovirus Genogroup I,Other Body Fluid,Chemistry
51835,(Albumi,Other Body Fluid,Chemistry
51030,"Chloride, Body Fluid",Other Body Fluid,Chemistry
51896,Sudan Stain,Other Body Fluid,Chemistry
51837,Alpha-1,Other Body Fluid,Chemistry
51844,C diff Toxin Antigen Assay,Other Body Fluid,Chemistry
51846,Chlamydia trachomatis,Other Body Fluid,Chemistry
51875,"Influenza B, Rapid Antigen",Other Body Fluid,Chemistry
51855,"DSPC, Amniotic Fluid",Other Body Fluid,Chemistry
53108,FLUA2,Other Body Fluid,Chemistry
51041,"Potassium, Body Fluid",Other Body Fluid,Chemistry
51904,PAN2,Other Body Fluid,Chemistry
51902,Vpf,Other Body Fluid,Chemistry
51906,reuse,Other Body Fluid,Chemistry
51032,"Creatinine, Body Fluid",Other Body Fluid,Chemistry
51898,Surf/Alb,Other Body Fluid,Chemistry
51834,"AFP, Body Fluid",Other Body Fluid,Chemistry
51039,"Osmolality, Body Fluid",Other Body Fluid,Chemistry
51888,"PEP, Body Fluid, Gamma Region",Other Body Fluid,Chemistry
51900,"Uric Acid, Body Fluid",Other Body Fluid,Chemistry
53100,COV13,Other Body Fluid,Chemistry
53111,N2 GENE CT,Other Body Fluid,Chemistry
53097,COV10,Other Body Fluid,Chemistry
51043,"Total Protein, Body Fluid",Other Body Fluid,Chemistry
51873,Influenza B by PCR,Other Body Fluid,Chemistry
51903,PAN1,Other Body Fluid,Chemistry
51034,"Glucose, Body Fluid",Other Body Fluid,Chemistry
51864,Influenza A by PCR,Other Body Fluid,Chemistry
51836,<Albumin>,Other Body Fluid,Chemistry
51830,Acid BAO,Other Body Fluid,Chemistry
51879,Neisseria gonorrhoeae,Other Body Fluid,Chemistry
51799,"PEP, CSF, Gamma Region",Cerebrospinal Fluid,Chemistry
51785,"Cholesterol, CSF",Cerebrospinal Fluid,Chemistry
51800,"Potassium, CSF",Cerebrospinal Fluid,Chemistry
51795,"Lactate Dehydrogenase, CSF",Cerebrospinal Fluid,Chemistry
51790,"Glucose, CSF",Cerebrospinal Fluid,Chemistry
51788,Cryptococ,Cerebrospinal Fluid,Chemistry
51794,"Immunoglobulin G, CSF",Cerebrospinal Fluid,Chemistry
51806,Voided Specimen,Cerebrospinal Fluid,Chemistry
51789,Fl Scan,Cerebrospinal Fluid,Chemistry
51793,"Immunoglobulin G, CSF",Cerebrospinal Fluid,Chemistry
51796,"Miscellaneous, CSF",Cerebrospinal Fluid,Chemistry
51787,"Creatinine, CSF",Cerebrospinal Fluid,Chemistry
51802,"Total Protein, CSF",Cerebrospinal Fluid,Chemistry
51778,Alpha-1,Cerebrospinal Fluid,Chemistry
51779,Alpha-2,Cerebrospinal Fluid,Chemistry
51792,"Immunoelectrophoresis, CSF",Cerebrospinal Fluid,Chemistry
51780,"Amylase, CSF",Cerebrospinal Fluid,Chemistry
51782,"Bicarbonate, CSF",Cerebrospinal Fluid,Chemistry
51805,"Uric Acid, CSF",Cerebrospinal Fluid,Chemistry
51783,"Bilirubin, Total, CSF",Cerebrospinal Fluid,Chemistry
51776,<Albumin>,Cerebrospinal Fluid,Chemistry
51775,(Albumin),Cerebrospinal Fluid,Chemistry
51777,"Albumin, CSF",Cerebrospinal Fluid,Chemistry
51801,"Sodium, CSF",Cerebrospinal Fluid,Chemistry
51798,"PEP, CSF",Cerebrospinal Fluid,Chemistry
51786,Clostrid,Cerebrospinal Fluid,Chemistry
51797,"Osmolality, CSF",Cerebrospinal Fluid,Chemistry
51784,"Chloride, CSF",Cerebrospinal Fluid,Chemistry
51791,HIV 1 Viral Load,Cerebrospinal Fluid,Chemistry
51803,"Triglycerides, CSF",Cerebrospinal Fluid,Chemistry
51804,"Urea Nitrogen, CSF",Cerebrospinal Fluid,Chemistry
51781,Beta,Cerebrospinal Fluid,Chemistry
52290,Dna,I,Hematology
52398,FL2-%FL1,Q,Hematology
52397,FL2-D,Q,Hematology
52401,SSC-D,Q,Hematology
52396,FL1-S,Q,Hematology
52402,SSC-S,Q,Hematology
52395,FL1-%FL2,Q,Hematology
52400,FSC-S,Q,Hematology
52394,FL1-D,Q,Hematology
52399,FL2-S,Q,Hematology
51138,Anticardiolipin Antibody IgG,Blood,Hematology
51163,CD16/56%,Blood,Hematology
51201,Epinepherine,Blood,Hematology
51229,"Heparin, LMW",Blood,Hematology
51254,Monocytes,Blood,Hematology
51259,Other Cells,Blood,Hematology
52145,Mono Spot Test,Blood,Hematology
52169,QFib,Blood,Hematology
52205,RetScat,Blood,Hematology
52769,Absolute Lymphocyte Count,Blood,Hematology
52853,Factor XII,Blood,Hematology
51155,CD11c,Blood,Hematology
51267,Poikilocytosis,Blood,Hematology
51273,"Protein S, Functional",Blood,Hematology
51280,Reptilase Time,Blood,Hematology
52092,CD56 %,Blood,Hematology
52130,Histiocytes,Blood,Hematology
52138,Kct,Blood,Hematology
52154,P2Y12 Reaction Units,Blood,Hematology
52934,"Reticulocyte Count, Manual",Blood,Hematology
51189,CD57,Blood,Hematology
51205,Factor VII,Blood,Hematology
51252,Microcytes,Blood,Hematology
51279,Red Blood Cells,Blood,Hematology
51291,Sickle Cells,Blood,Hematology
52083,Autohem+g,Blood,Hematology
52186,Test,Blood,Hematology
51167,CD2,Blood,Hematology
52098,Clot Lysis,Blood,Hematology
52113,Factor IX Inhibitor,Blood,Hematology
52189,Thrombin Time Control,Blood,Hematology
52204,RBCDist,Blood,Hematology
51187,CD55,Blood,Hematology
51230,HLA-DR,Blood,Hematology
51233,Hypochromia,Blood,Hematology
52135,Immature Granulocytes,Blood,Hematology
52181,Stomatocyte,Blood,Hematology
52195,Voided Specimen,Blood,Hematology
51224,Hemoglobin C,Blood,Hematology
51276,Quantitative G6PD,Blood,Hematology
52082,Aspirin Reactivity,Blood,Hematology
52096,Chloroacetate,Blood,Hematology
52144,Methemoglobin,Blood,Hematology
52146,Naphtol Acetate Stain,Blood,Hematology
52163,PT Control,Blood,Hematology
51180,"CD4 Cells, Percent",Blood,Hematology
52077,Acidserum,Blood,Hematology
52102,Crenated Cells,Blood,Hematology
52103,Cross Imm,Blood,Hematology
52147,NEUTX,Blood,Hematology
52156,Peroxidase Staining,Blood,Hematology
52159,Platelet Aggregation,Blood,Hematology
51135,ADP,Blood,Hematology
51153,CD103,Blood,Hematology
51268,Polychromasia,Blood,Hematology
52203,RBCAgg,Blood,Hematology
52208,BasoFlg,Blood,Hematology
51143,Atypical Lymphocytes,Blood,Hematology
51147,Bite Cells,Blood,Hematology
51184,CD5,Blood,Hematology
51196,D-Dimer,Blood,Hematology
51199,Eosinophil Count,Blood,Hematology
52173,Red Blood Cell Enzyme,Blood,Hematology
52215,ATLFlg,Blood,Hematology
51154,CD117,Blood,Hematology
52115,Fibrinoge,Blood,Hematology
52182,Sudan Black Staining,Blood,Hematology
51142,Arachadonic Acid,Blood,Hematology
51177,CD33,Blood,Hematology
51178,CD34,Blood,Hematology
51217,Glyco A,Blood,Hematology
51244,Lymphocytes,Blood,Hematology
52153,Other Inhibitor,Blood,Hematology
52174,"Reptilase Time, Control",Blood,Hematology
52188,Thrombin Time Control,Blood,Hematology
51150,Blood Parasite Smear,Blood,Hematology
51169,CD20 %,Blood,Hematology
51227,Hemogloblin S,Blood,Hematology
51272,"Protein S, Antigen",Blood,Hematology
51290,Sickle Cell Preparation,Blood,Hematology
52072,Absolute CD56 Count,Blood,Hematology
52084,Autohem-g,Blood,Hematology
52219,WBCScat,Blood,Hematology
51186,CD5 Absolute Count,Blood,Hematology
51188,CD56,Blood,Hematology
51245,"Lymphocytes, Percent",Blood,Hematology
52095,CD62,Blood,Hematology
52120,Fitzgerld,Blood,Hematology
52160,Prekallekrein,Blood,Hematology
52178,SCT - Normalized Ratio,Blood,Hematology
52187,Thrombin Time,Blood,Hematology
52921,PT,Blood,Hematology
52126,Heinz Aph,Blood,Hematology
52190,Tissue Thromboplastin Inhibitor,Blood,Hematology
51132,Absolute CD8 Count,Blood,Hematology
51140,Antithrombin,Blood,Hematology
51141,APT Test,Blood,Hematology
51212,Fetal Hemoglobin,Blood,Hematology
51214,"Fibrinogen, Functional",Blood,Hematology
51235,Inhibitor Screen,Blood,Hematology
52093,CD56 Absolute Count,Blood,Hematology
52139,LE Prep,Blood,Hematology
52210,LeftShf,Blood,Hematology
51270,"Protein C, Antigen",Blood,Hematology
52091,CD52,Blood,Hematology
52111,Echinocytes,Blood,Hematology
51202,Factor II,Blood,Hematology
51234,Immunophenotyping,Blood,Hematology
51255,Myelocytes,Blood,Hematology
52086,Bleed Tm,Blood,Hematology
52129,Hemoglobin Other,Blood,Hematology
52200,PltDist,Blood,Hematology
52206,RetFlg,Blood,Hematology
51208,Factor X,Blood,Hematology
51226,Hemogloblin A,Blood,Hematology
52107,dRVVT - Confirmation,Blood,Hematology
52136,Inhibitor,Blood,Hematology
52786,Bleeding Time,Blood,Hematology
51146,Basophils,Blood,Hematology
51182,CD41,Blood,Hematology
51260,Ovalocytes,Blood,Hematology
51139,Anticardiolipin Antibody IgM,Blood,Hematology
52116,Fibrinogen,Blood,Hematology
52162,Protein S,Blood,Hematology
52172,RDW-SD,Blood,Hematology
52192,Trap Stain,Blood,Hematology
51210,Factor XII,Blood,Hematology
51240,Large Platelets,Blood,Hematology
51249,MCHC,Blood,Hematology
51258,Osmotic Fragility,Blood,Hematology
51281,Reptilase Time Control,Blood,Hematology
52068,24 Hr,Blood,Hematology
52220,wbcp,Blood,Hematology
51174,CD3 %,Blood,Hematology
51176,"CD3 Cells, Percent",Blood,Hematology
51269,Promyelocytes,Blood,Hematology
52168,Pyruvate Kinase,Blood,Hematology
51134,Acanthocytes,Blood,Hematology
51215,FMC-7,Blood,Hematology
51264,Platelet Clumps,Blood,Hematology
51283,"Reticulocyte Count, Automated",Blood,Hematology
52152,"Osmotic Fragility, Incubated",Blood,Hematology
52948,Thrombin,Blood,Hematology
51162,CD16/56 Absolute Count,Blood,Hematology
51181,CD4/CD8 Ratio,Blood,Hematology
51203,Factor IX,Blood,Hematology
51253,Monocyte Count,Blood,Hematology
52071,Absolute CD20 Count,Blood,Hematology
52080,Asd,Blood,Hematology
52201,PltScat,Blood,Hematology
51158,CD14,Blood,Hematology
51168,CD20,Blood,Hematology
51237,INR(PT),Blood,Hematology
51295,TdT,Blood,Hematology
52081,ASD & NA-F,Blood,Hematology
52108,dRVVT - Normalized Ratio,Blood,Hematology
52150,Non-Specific Esterase,Blood,Hematology
52171,RBC Morphology,Blood,Hematology
51164,CD19,Blood,Hematology
51170,CD20 Absolute Count,Blood,Hematology
51231,Howell-Jolly Bodies,Blood,Hematology
51278,Red Blood Cell Fragments,Blood,Hematology
51299,Von Willebrand Factor Antigen,Blood,Hematology
52094,CD61,Blood,Hematology
52124,G6pd Spec,Blood,Hematology
52185,TCR Gamma-Delta,Blood,Hematology
52212,MonoFlg,Blood,Hematology
52213,NRBCFlg,Blood,Hematology
52858,Fibrin Degradation Products,Blood,Hematology
51157,CD138,Blood,Hematology
51171,CD22,Blood,Hematology
51179,CD38,Blood,Hematology
51133,Absolute Lymphocyte Count,Blood,Hematology
51197,Elliptocytes,Blood,Hematology
51211,Factor XIII,Blood,Hematology
52164,PT Mean,Blood,Hematology
52199,FragFlg,Blood,Hematology
52218,IG Flg,Blood,Hematology
52840,Factor IX,Blood,Hematology
51136,Alpha Antiplasmin,Blood,Hematology
51145,Basophilic Stippling,Blood,Hematology
51195,Collagen,Blood,Hematology
52087,CD15/56,Blood,Hematology
52176,Rouleaux,Blood,Hematology
52202,PltClmp,Blood,Hematology
51183,CD45,Blood,Hematology
51241,Leukocyte Alkaline Phosphatase,Blood,Hematology
52085,Bleed Tm,Blood,Hematology
52101,Cr,Blood,Hematology
52109,dRVVT - Screen,Blood,Hematology
52128,Hemoglobin H Inclusion,Blood,Hematology
52141,Malaria Smear,Blood,Hematology
52155,Periodic Acid Schiff Stain,Blood,Hematology
52844,Factor VII,Blood,Hematology
51185,CD5 %,Blood,Hematology
51198,Envelope Cells,Blood,Hematology
51222,Hemoglobin,Blood,Hematology
51284,"Reticulocyte Count, Manual",Blood,Hematology
52184,TCR Alpha-Beta,Blood,Hematology
52193,Viii Ag,Blood,Hematology
51243,Lupus Anticoagulant,Blood,Hematology
51251,Metamyelocytes,Blood,Hematology
51285,"Reticulocyte, Cellular Hemoglobin",Blood,Hematology
52099,Clot Retraction,Blood,Hematology
52132,HIT-Ab Numerical Result,Blood,Hematology
52177,SCT - Confirmation,Blood,Hematology
52838,Factor II,Blood,Hematology
51131,Absolute CD4 Count,Blood,Hematology
51262,Pencil Cells,Blood,Hematology
51265,Platelet Count,Blood,Hematology
52088,CD 1a,Blood,Hematology
52089,CD30,Blood,Hematology
52161,Problem Specimen,Blood,Hematology
52207,TurbHbI,Blood,Hematology
52842,Factor V,Blood,Hematology
51207,Factor VIII Inhibitor,Blood,Hematology
51221,Hematocrit,Blood,Hematology
51223,Hemoglobin A2,Blood,Hematology
51277,RDW,Blood,Hematology
51287,Schistocytes,Blood,Hematology
51292,Spherocytes,Blood,Hematology
51298,Von Willebrand Factor Activity,Blood,Hematology
52125,Glutathione,Blood,Hematology
52157,Plasma Hemoglobin,Blood,Hematology
52191,Tr- Acid,Blood,Hematology
52214,AbnLymp,Blood,Hematology
52846,Factor VIII,Blood,Hematology
51130,Absolute CD3 Count,Blood,Hematology
51271,"Protein C, Functional",Blood,Hematology
51302,Young Cells,Blood,Hematology
52069,Absolute Basophil Count,Blood,Hematology
52122,Fsp,Blood,Hematology
52148,NEUTY,Blood,Hematology
52170, Rbc,Blood,Hematology
52196,WAM Manual Diff,Blood,Hematology
52851,Factor XI,Blood,Hematology
52855,Factor XIII,Blood,Hematology
51156,CD13,Blood,Hematology
51175,CD3 Absolute Count,Blood,Hematology
52097,Circ Ab,Blood,Hematology
52106,Donath-l,Blood,Hematology
52112,Euglobulin Lysis,Blood,Hematology
52216,BlasFlg,Blood,Hematology
51213,Fibrin Degradation Products,Blood,Hematology
51257,Nucleated Red Cells,Blood,Hematology
51300,WBC Count,Blood,Hematology
52075,Absolute Neutrophil Count,Blood,Hematology
52105,Direct Antiplatelet Antibodies,Blood,Hematology
52123,"G6PD, Qualitative",Blood,Hematology
52131,HIT-Ab Interpreted Result,Blood,Hematology
52179,SCT - Screen,Blood,Hematology
51137,Anisocytosis,Blood,Hematology
51152,CD10,Blood,Hematology
51200,Eosinophils,Blood,Hematology
51266,Platelet Smear,Blood,Hematology
52073,Absolute Eosinophil Count,Blood,Hematology
52140,LS,Blood,Hematology
52849,Factor X,Blood,Hematology
51149,Bleeding Time,Blood,Hematology
51236,Inpatient Hematology/Oncology Smear,Blood,Hematology
51294,Target Cells,Blood,Hematology
51296,Teardrop Cells,Blood,Hematology
52175,Ristocetin Response,Blood,Hematology
52197,WAM MANUAL DIFF 2,Blood,Hematology
52198,ErytFlg,Blood,Hematology
51144,Bands,Blood,Hematology
51218,Granulocyte Count,Blood,Hematology
51232,Hypersegmented Neutrophils,Blood,Hematology
51238,Kappa,Blood,Hematology
51239,Lambda,Blood,Hematology
51256,Neutrophils,Blood,Hematology
51297,Thrombin,Blood,Hematology
52104,Cryoglob,Blood,Hematology
52110,DSmear,Blood,Hematology
52137,Inh Scr,Blood,Hematology
52180,STA-CLOT,Blood,Hematology
51166,CD19 Absolute Count,Blood,Hematology
51191,CD64,Blood,Hematology
51225,Hemoglobin F,Blood,Hematology
51286,Ristocetin,Blood,Hematology
51288,Sedimentation Rate,Blood,Hematology
51172,CD23,Blood,Hematology
51190,CD59,Blood,Hematology
51247,MacroOvalocytes,Blood,Hematology
52133,Hmwk,Blood,Hematology
52158,Plasminogen,Blood,Hematology
51165,CD19 %,Blood,Hematology
51250,MCV,Blood,Hematology
51274,PT,Blood,Hematology
51293,Sugar Water Test,Blood,Hematology
52078,Antithrombin III,Blood,Hematology
52165,PTT Control,Blood,Hematology
52166,PTT-LA,Blood,Hematology
51220,Heinz Body Prep,Blood,Hematology
51242,LUC,Blood,Hematology
51263,Plasma Cells,Blood,Hematology
51275,PTT,Blood,Hematology
52119,Fitzgerld,Blood,Hematology
52127,Helmet Cells,Blood,Hematology
52183,Sulf Hgb,Blood,Hematology
51204,Factor V,Blood,Hematology
51219,H/O Smear,Blood,Hematology
